t	x1	y1	x2	y2
6.37	0.9532	0.3023	1.9492	0.213
6.38	0.9534	0.3017	1.9512	0.2353
6.39	0.9539	0.3002	1.9529	0.2567
6.4	0.9546	0.2978	1.9544	0.2771
6.41	0.9557	0.2943	1.9557	0.2965
6.42	0.9571	0.2898	1.9568	0.315
6.43	0.9587	0.2844	1.9576	0.3324
6.44	0.9606	0.2779	1.9581	0.3489
6.45	0.9627	0.2705	1.9583	0.3644
6.46	0.9651	0.262	1.9582	0.3788
6.47	0.9676	0.2525	1.9578	0.3922
6.48	0.9703	0.2421	1.957	0.4046
6.49	0.973	0.2306	1.9557	0.416
6.5	0.9759	0.2182	1.954	0.4263
6.51	0.9788	0.2047	1.9518	0.4354
6.52	0.9817	0.1904	1.9491	0.4435
6.53	0.9846	0.175	1.9459	0.4505
6.54	0.9873	0.1588	1.942	0.4563
6.55	0.9899	0.1417	1.9376	0.4609
6.56	0.9923	0.1237	1.9325	0.4644
6.57	0.9945	0.1049	1.9268	0.4666
6.58	0.9964	0.0854	1.9204	0.4676
6.59	0.9979	0.0651	1.9134	0.4674
6.6	0.999	0.0441	1.9057	0.4659
6.61	0.9997	0.0225	1.8975	0.4631
6.62	1	0.0003	1.8886	0.459
6.63	0.9997	-0.0225	1.8791	0.4537
6.64	0.9989	-0.0458	1.869	0.4471
6.65	0.9976	-0.0697	1.8584	0.4391
6.66	0.9956	-0.094	1.8473	0.4299
6.67	0.9929	-0.1188	1.8357	0.4194
6.68	0.9896	-0.144	1.8236	0.4076
6.69	0.9855	-0.1696	1.8111	0.3946
6.7	0.9807	-0.1956	1.7982	0.3803
6.71	0.9751	-0.2219	1.7849	0.3647
6.72	0.9686	-0.2486	1.7712	0.3479
6.73	0.9613	-0.2756	1.7572	0.3299
6.74	0.9531	-0.3028	1.7428	0.3106
6.75	0.9439	-0.3303	1.7282	0.2901
6.76	0.9337	-0.358	1.7132	0.2684
6.77	0.9226	-0.3858	1.6981	0.2455
6.78	0.9103	-0.4138	1.6826	0.2214
6.79	0.897	-0.4419	1.6669	0.1962
6.8	0.8826	-0.4701	1.6511	0.1698
6.81	0.867	-0.4982	1.635	0.1423
6.82	0.8503	-0.5263	1.6187	0.1136
6.83	0.8323	-0.5543	1.6022	0.0838
6.84	0.8131	-0.5821	1.5856	0.0529
6.85	0.7926	-0.6097	1.5688	0.0208
6.86	0.7709	-0.6369	1.5519	-0.0124
6.87	0.748	-0.6638	1.5348	-0.0466
6.88	0.7237	-0.6901	1.5175	-0.082
6.89	0.6982	-0.7159	1.5001	-0.1184
6.9	0.6715	-0.741	1.4826	-0.156
6.91	0.6436	-0.7653	1.4648	-0.1947
6.92	0.6146	-0.7889	1.4469	-0.2345
6.93	0.5845	-0.8114	1.4287	-0.2754
6.94	0.5534	-0.8329	1.4103	-0.3175
6.95	0.5214	-0.8533	1.3916	-0.3606
6.96	0.4886	-0.8725	1.3726	-0.405
6.97	0.4552	-0.8904	1.3533	-0.4505
6.98	0.4213	-0.9069	1.3335	-0.4972
6.99	0.3871	-0.9221	1.3133	-0.5451
7	0.3527	-0.9358	1.2925	-0.5942
7.01	0.3183	-0.948	1.2711	-0.6445
7.02	0.2841	-0.9588	1.249	-0.6961
7.03	0.2504	-0.9681	1.2261	-0.7488
7.04	0.2174	-0.9761	1.2022	-0.8027
7.05	0.1852	-0.9827	1.1774	-0.8577
7.06	0.1542	-0.988	1.1514	-0.9139
7.07	0.1244	-0.9922	1.1242	-0.9712
7.08	0.0963	-0.9954	1.0957	-1.0294
7.09	0.0698	-0.9976	1.0657	-1.0886
7.1	0.0454	-0.999	1.0341	-1.1487
7.11	0.0231	-0.9997	1.0008	-1.2094
7.12	0.0031	-1	0.9658	-1.2708
7.13	-0.0143	-0.9999	0.9288	-1.3325
7.14	-0.0289	-0.9996	0.8897	-1.3946
7.15	-0.0406	-0.9992	0.8486	-1.4567
7.16	-0.0492	-0.9988	0.8051	-1.5186
7.17	-0.0544	-0.9985	0.7592	-1.58
7.18	-0.0559	-0.9984	0.7107	-1.6405
7.19	-0.0536	-0.9986	0.6595	-1.6997
7.2	-0.047	-0.9989	0.6053	-1.7569
7.21	-0.0359	-0.9994	0.5478	-1.8113
7.22	-0.0199	-0.9998	0.4869	-1.8619
7.23	0.0013	-1	0.4223	-1.907
7.24	0.0275	-0.9996	0.3538	-1.9449
7.25	0.0581	-0.9983	0.2817	-1.973
7.26	0.0914	-0.9958	0.2067	-1.9891
7.27	0.125	-0.9922	0.1301	-1.9921
7.28	0.1563	-0.9877	0.0533	-1.9824
7.29	0.1832	-0.9831	-0.0223	-1.9617
7.3	0.2051	-0.9787	-0.0958	-1.9324
7.31	0.2216	-0.9751	-0.1671	-1.8965
7.32	0.2331	-0.9725	-0.2358	-1.8557
7.33	0.2398	-0.9708	-0.3022	-1.8112
7.34	0.2421	-0.9702	-0.3661	-1.764
7.35	0.2404	-0.9707	-0.4277	-1.7147
7.36	0.2349	-0.972	-0.4871	-1.664
7.37	0.2258	-0.9742	-0.5443	-1.6121
7.38	0.2133	-0.977	-0.5995	-1.5595
7.39	0.1976	-0.9803	-0.6527	-1.5065
7.4	0.179	-0.9838	-0.704	-1.4532
7.41	0.1575	-0.9875	-0.7535	-1.4
7.42	0.1334	-0.9911	-0.8012	-1.3469
7.43	0.1067	-0.9943	-0.8472	-1.2942
7.44	0.0778	-0.997	-0.8917	-1.242
7.45	0.0467	-0.9989	-0.9348	-1.1904
7.46	0.0137	-0.9999	-0.9765	-1.1395
7.47	-0.021	-0.9998	-1.0169	-1.0895
7.48	-0.0571	-0.9984	-1.0562	-1.0403
7.49	-0.0945	-0.9955	-1.0945	-0.992
7.5	-0.1329	-0.9911	-1.1318	-0.9447
7.51	-0.1721	-0.9851	-1.1683	-0.8985
7.52	-0.2118	-0.9773	-1.204	-0.8532
7.53	-0.2518	-0.9678	-1.2391	-0.8091
7.54	-0.2919	-0.9564	-1.2736	-0.766
7.55	-0.3319	-0.9433	-1.3076	-0.724
7.56	-0.3716	-0.9284	-1.3411	-0.6831
7.57	-0.4108	-0.9117	-1.3741	-0.6433
7.58	-0.4494	-0.8933	-1.4068	-0.6045
7.59	-0.4872	-0.8733	-1.4392	-0.5669
7.6	-0.5242	-0.8516	-1.4711	-0.5303
7.61	-0.5601	-0.8284	-1.5028	-0.4949
7.62	-0.5949	-0.8038	-1.5341	-0.4605
7.63	-0.6285	-0.7778	-1.5651	-0.4273
7.64	-0.6609	-0.7504	-1.5957	-0.3951
7.65	-0.6921	-0.7218	-1.6259	-0.3641
7.66	-0.7219	-0.692	-1.6557	-0.3343
7.67	-0.7503	-0.661	-1.685	-0.3056
7.68	-0.7774	-0.629	-1.7138	-0.278
7.69	-0.8031	-0.5958	-1.742	-0.2517
7.7	-0.8274	-0.5616	-1.7696	-0.2266
7.71	-0.8502	-0.5264	-1.7964	-0.2028
7.72	-0.8716	-0.4902	-1.8224	-0.1802
7.73	-0.8915	-0.4529	-1.8473	-0.1589
7.74	-0.91	-0.4147	-1.8712	-0.1389
7.75	-0.9268	-0.3755	-1.8937	-0.1203
7.76	-0.9421	-0.3353	-1.9148	-0.1031
7.77	-0.9558	-0.2941	-1.9342	-0.0873
7.78	-0.9677	-0.252	-1.9515	-0.0728
7.79	-0.9779	-0.2091	-1.9667	-0.0598
7.8	-0.9862	-0.1656	-1.9793	-0.0481
7.81	-0.9926	-0.1217	-1.989	-0.0377
7.82	-0.997	-0.0776	-1.9958	-0.0285
7.83	-0.9994	-0.0339	-1.9993	-0.0205
7.84	-1	0.0091	-1.9997	-0.0135
7.85	-0.9987	0.0511	-1.997	-0.0075
7.86	-0.9958	0.0915	-1.9914	-0.0022
7.87	-0.9915	0.1302	-1.9833	0.0023
7.88	-0.986	0.167	-1.9729	0.0061
7.89	-0.9794	0.2018	-1.9607	0.0093
7.9	-0.9721	0.2346	-1.9469	0.0117
7.91	-0.9641	0.2655	-1.9318	0.0135
7.92	-0.9556	0.2945	-1.9157	0.0146
7.93	-0.9468	0.3217	-1.8986	0.0149
7.94	-0.9378	0.3472	-1.8808	0.0146
7.95	-0.9286	0.3711	-1.8624	0.0134
7.96	-0.9193	0.3935	-1.8435	0.0115
7.97	-0.9101	0.4144	-1.8242	0.0087
7.98	-0.901	0.4339	-1.8044	0.0052
7.99	-0.892	0.452	-1.7844	0.0008
8	-0.8832	0.469	-1.7641	-0.0044
8.01	-0.8747	0.4847	-1.7435	-0.0105
8.02	-0.8665	0.4992	-1.7227	-0.0174
8.03	-0.8586	0.5127	-1.7016	-0.0252
8.04	-0.8511	0.525	-1.6804	-0.0338
8.05	-0.844	0.5363	-1.6589	-0.0433
8.06	-0.8374	0.5466	-1.6373	-0.0536
8.07	-0.8313	0.5558	-1.6155	-0.0647
8.08	-0.8257	0.5641	-1.5935	-0.0767
8.09	-0.8207	0.5713	-1.5713	-0.0895
8.1	-0.8163	0.5776	-1.5489	-0.1031
8.11	-0.8125	0.5829	-1.5263	-0.1175
8.12	-0.8094	0.5872	-1.5035	-0.1327
8.13	-0.807	0.5906	-1.4805	-0.1486
8.14	-0.8052	0.5929	-1.4572	-0.1653
8.15	-0.8042	0.5943	-1.4338	-0.1827
8.16	-0.804	0.5946	-1.4101	-0.2008
8.17	-0.8045	0.5939	-1.3862	-0.2196
8.18	-0.8059	0.5921	-1.362	-0.239
8.19	-0.808	0.5892	-1.3376	-0.259
8.2	-0.8109	0.5852	-1.313	-0.2797
8.21	-0.8147	0.5799	-1.2881	-0.3009
8.22	-0.8192	0.5735	-1.263	-0.3226
8.23	-0.8245	0.5658	-1.2376	-0.3449
8.24	-0.8307	0.5568	-1.2121	-0.3676
8.25	-0.8375	0.5464	-1.1863	-0.3908
8.26	-0.8451	0.5346	-1.1603	-0.4145
8.27	-0.8534	0.5213	-1.1341	-0.4385
8.28	-0.8623	0.5065	-1.1077	-0.4629
8.29	-0.8717	0.49	-1.0812	-0.4878
8.3	-0.8816	0.472	-1.0546	-0.5129
8.31	-0.8919	0.4523	-1.0279	-0.5385
8.32	-0.9024	0.4308	-1.001	-0.5643
8.33	-0.9132	0.4076	-0.9741	-0.5906
8.34	-0.9239	0.3825	-0.9472	-0.6172
8.35	-0.9346	0.3557	-0.9202	-0.6442
8.36	-0.945	0.327	-0.8933	-0.6716
8.37	-0.955	0.2965	-0.8664	-0.6995
8.38	-0.9644	0.2643	-0.8395	-0.7279
8.39	-0.9731	0.2302	-0.8127	-0.7568
8.4	-0.9809	0.1945	-0.7859	-0.7863
8.41	-0.9876	0.1571	-0.7593	-0.8164
8.42	-0.993	0.1182	-0.7326	-0.8473
8.43	-0.997	0.0779	-0.7061	-0.8789
8.44	-0.9993	0.0362	-0.6796	-0.9113
8.45	-1	-0.0066	-0.6531	-0.9446
8.46	-0.9987	-0.0505	-0.6267	-0.9787
8.47	-0.9954	-0.0953	-0.6002	-1.0139
8.48	-0.99	-0.1409	-0.5738	-1.0501
8.49	-0.9824	-0.1869	-0.5473	-1.0873
8.5	-0.9724	-0.2334	-0.5207	-1.1256
8.51	-0.96	-0.2802	-0.4941	-1.165
8.52	-0.945	-0.3269	-0.4675	-1.2055
8.53	-0.9276	-0.3736	-0.4408	-1.2471
8.54	-0.9075	-0.4201	-0.414	-1.2898
8.55	-0.8847	-0.4661	-0.3872	-1.3336
8.56	-0.8592	-0.5117	-0.3603	-1.3783
8.57	-0.8308	-0.5565	-0.3335	-1.4241
8.58	-0.7996	-0.6006	-0.3067	-1.4707
8.59	-0.7653	-0.6437	-0.2801	-1.5181
8.6	-0.7278	-0.6858	-0.2536	-1.5661
8.61	-0.687	-0.7266	-0.2273	-1.6147
8.62	-0.6427	-0.7661	-0.2015	-1.6635
8.63	-0.5945	-0.8041	-0.1761	-1.7124
8.64	-0.5421	-0.8403	-0.1513	-1.7608
8.65	-0.485	-0.8745	-0.1274	-1.8083
8.66	-0.4228	-0.9062	-0.1044	-1.8542
8.67	-0.3547	-0.935	-0.0827	-1.8973
8.68	-0.2802	-0.9599	-0.0625	-1.9359
8.69	-0.1989	-0.98	-0.044	-1.968
8.7	-0.1111	-0.9938	-0.0271	-1.9903
8.71	-0.0188	-0.9998	-0.0113	-1.9998
8.72	0.0742	-0.9972	0.0044	-1.9948
8.73	0.1638	-0.9865	0.021	-1.9763
8.74	0.2474	-0.9689	0.0393	-1.947
8.75	0.3242	-0.946	0.0594	-1.9103
8.76	0.3945	-0.9189	0.081	-1.8685
8.77	0.4587	-0.8886	0.1041	-1.8236
8.78	0.5176	-0.8556	0.1282	-1.7767
8.79	0.5717	-0.8204	0.1533	-1.7287
8.8	0.6216	-0.7834	0.179	-1.6801
8.81	0.6674	-0.7447	0.2053	-1.6314
8.82	0.7097	-0.7045	0.2319	-1.583
8.83	0.7485	-0.6631	0.2589	-1.535
8.84	0.7842	-0.6205	0.286	-1.4876
8.85	0.8168	-0.5769	0.3133	-1.4409
8.86	0.8464	-0.5325	0.3407	-1.3952
8.87	0.8732	-0.4873	0.3681	-1.3503
8.88	0.8973	-0.4415	0.3954	-1.3065
8.89	0.9186	-0.3953	0.4228	-1.2637
8.9	0.9372	-0.3487	0.45	-1.222
8.91	0.9533	-0.3019	0.4772	-1.1813
8.92	0.9669	-0.2552	0.5044	-1.1418
8.93	0.978	-0.2086	0.5315	-1.1034
8.94	0.9867	-0.1624	0.5585	-1.066
8.95	0.9932	-0.1166	0.5855	-1.0297
8.96	0.9974	-0.0715	0.6125	-0.9945
8.97	0.9996	-0.0273	0.6395	-0.9602
8.98	0.9999	0.016	0.6665	-0.9268
8.99	0.9983	0.0581	0.6936	-0.8943
9	0.9951	0.099	0.7207	-0.8627
9.01	0.9904	0.1384	0.7478	-0.8318
9.02	0.9843	0.1763	0.775	-0.8016
9.03	0.9771	0.2126	0.8023	-0.772
9.04	0.969	0.2472	0.8297	-0.7431
9.05	0.96	0.28	0.8571	-0.7147
9.06	0.9504	0.3111	0.8846	-0.6867
9.07	0.9403	0.3403	0.9121	-0.6593
9.08	0.9299	0.3677	0.9396	-0.6322
9.09	0.9194	0.3933	0.9672	-0.6056
9.1	0.9089	0.417	0.9947	-0.5793
9.11	0.8985	0.439	1.0221	-0.5533
9.12	0.8883	0.4592	1.0494	-0.5277
9.13	0.8785	0.4777	1.0767	-0.5025
9.14	0.8692	0.4945	1.1038	-0.4776
9.15	0.8604	0.5097	1.1308	-0.453
9.16	0.8521	0.5233	1.1576	-0.4289
9.17	0.8446	0.5354	1.1842	-0.4051
9.18	0.8377	0.5461	1.2106	-0.3818
9.19	0.8316	0.5554	1.2368	-0.3589
9.2	0.8263	0.5633	1.2628	-0.3364
9.21	0.8217	0.5699	1.2886	-0.3145
9.22	0.818	0.5752	1.314	-0.2931
9.23	0.8151	0.5794	1.3393	-0.2722
9.24	0.8129	0.5823	1.3643	-0.2519
9.25	0.8116	0.5842	1.3891	-0.2322
9.26	0.8111	0.5849	1.4136	-0.2132
9.27	0.8113	0.5846	1.4379	-0.1948
9.28	0.8124	0.5832	1.4619	-0.1772
9.29	0.8141	0.5807	1.4857	-0.1602
9.3	0.8166	0.5773	1.5093	-0.1439
9.31	0.8197	0.5728	1.5327	-0.1284
9.32	0.8235	0.5673	1.5558	-0.1137
9.33	0.8279	0.5608	1.5787	-0.0997
9.34	0.833	0.5533	1.6014	-0.0866
9.35	0.8386	0.5448	1.624	-0.0742
9.36	0.8447	0.5352	1.6463	-0.0627
9.37	0.8513	0.5246	1.6683	-0.052
9.38	0.8584	0.5129	1.6902	-0.0421
9.39	0.8659	0.5002	1.7119	-0.0331
9.4	0.8738	0.4862	1.7333	-0.0249
9.41	0.882	0.4712	1.7545	-0.0175
9.42	0.8906	0.4549	1.7754	-0.011
9.43	0.8993	0.4373	1.796	-0.0053
9.44	0.9083	0.4184	1.8163	-0.0004
9.45	0.9173	0.3981	1.8362	0.0037
9.46	0.9265	0.3764	1.8557	0.007
9.47	0.9356	0.3531	1.8747	0.0095
9.48	0.9446	0.3282	1.893	0.0113
9.49	0.9534	0.3016	1.9106	0.0123
9.5	0.9619	0.2732	1.9274	0.0126
9.51	0.97	0.243	1.943	0.0122
9.52	0.9775	0.2107	1.9574	0.0111
9.53	0.9843	0.1765	1.9703	0.0094
9.54	0.9901	0.1402	1.9812	0.007
9.55	0.9948	0.102	1.99	0.0039
9.56	0.9981	0.062	1.9962	0.0001
9.57	0.9998	0.0204	1.9995	-0.0045
9.58	0.9998	-0.0223	1.9997	-0.01
9.59	0.9978	-0.0659	1.9966	-0.0166
9.6	0.994	-0.1098	1.9903	-0.0243
9.61	0.9881	-0.1536	1.9809	-0.0332
9.62	0.9804	-0.1971	1.9685	-0.0435
9.63	0.9708	-0.2399	1.9536	-0.0551
9.64	0.9594	-0.282	1.9363	-0.0682
9.65	0.9463	-0.3231	1.917	-0.0827
9.66	0.9317	-0.3634	1.896	-0.0986
9.67	0.9154	-0.4026	1.8734	-0.1159
9.68	0.8976	-0.4408	1.8495	-0.1346
9.69	0.8783	-0.4781	1.8245	-0.1546
9.7	0.8576	-0.5144	1.7985	-0.1759
9.71	0.8354	-0.5497	1.7717	-0.1985
9.72	0.8117	-0.584	1.7441	-0.2224
9.73	0.7867	-0.6173	1.7158	-0.2475
9.74	0.7603	-0.6496	1.687	-0.2739
9.75	0.7324	-0.6808	1.6576	-0.3014
9.76	0.7032	-0.711	1.6278	-0.3301
9.77	0.6727	-0.7399	1.5976	-0.3599
9.78	0.6408	-0.7677	1.5671	-0.3909
9.79	0.6076	-0.7942	1.5362	-0.4229
9.8	0.5733	-0.8194	1.505	-0.4561
9.81	0.5377	-0.8431	1.4734	-0.4904
9.82	0.5011	-0.8654	1.4416	-0.5258
9.83	0.4635	-0.8861	1.4096	-0.5622
9.84	0.4249	-0.9052	1.3772	-0.5998
9.85	0.3857	-0.9226	1.3444	-0.6384
9.86	0.3458	-0.9383	1.3114	-0.6781
9.87	0.3055	-0.9522	1.2779	-0.7189
9.88	0.2649	-0.9643	1.244	-0.7608
9.89	0.2242	-0.9745	1.2096	-0.8038
9.9	0.1838	-0.983	1.1746	-0.8478
9.91	0.1436	-0.9896	1.1389	-0.893
9.92	0.1041	-0.9946	1.1026	-0.9391
9.93	0.0654	-0.9979	1.0654	-0.9863
9.94	0.0278	-0.9996	1.0272	-1.0345
9.95	-0.0084	-1	0.9881	-1.0837
9.96	-0.0432	-0.9991	0.9477	-1.1337
9.97	-0.0761	-0.9971	0.9061	-1.1845
9.98	-0.1071	-0.9942	0.8632	-1.2361
9.99	-0.1359	-0.9907	0.8188	-1.2882
10	-0.1623	-0.9867	0.7728	-1.3409
