t	x	y
2.734	-0.658576	-1.82355
2.735	-0.668087	-1.82279
2.736	-0.677589	-1.82195
2.737	-0.68708	-1.82103
2.738	-0.696559	-1.82003
2.739	-0.706025	-1.81895
2.74	-0.715478	-1.81778
2.741	-0.724915	-1.81654
2.742	-0.734337	-1.8152
2.743	-0.743741	-1.81378
2.744	-0.753126	-1.81228
2.745	-0.762491	-1.81068
2.746	-0.771835	-1.809
2.747	-0.781156	-1.80722
2.748	-0.790453	-1.80535
2.749	-0.799724	-1.80339
2.75	-0.808969	-1.80133
2.751	-0.818185	-1.79917
2.752	-0.827371	-1.79692
2.753	-0.836525	-1.79457
2.754	-0.845646	-1.79212
2.755	-0.854733	-1.78957
2.756	-0.863783	-1.78692
2.757	-0.872795	-1.78416
2.758	-0.881767	-1.7813
2.759	-0.890698	-1.77834
2.76	-0.899586	-1.77528
2.761	-0.908429	-1.7721
2.762	-0.917226	-1.76882
2.763	-0.925974	-1.76544
2.764	-0.934673	-1.76195
2.765	-0.94332	-1.75835
2.766	-0.951914	-1.75464
2.767	-0.960453	-1.75082
2.768	-0.968935	-1.7469
2.769	-0.97736	-1.74286
2.77	-0.985724	-1.73872
2.771	-0.994027	-1.73447
2.772	-1.00227	-1.73012
2.773	-1.01044	-1.72565
2.774	-1.01855	-1.72108
2.775	-1.0266	-1.7164
2.776	-1.03457	-1.71162
2.777	-1.04248	-1.70673
2.778	-1.05031	-1.70174
2.779	-1.05807	-1.69664
2.78	-1.06576	-1.69144
2.781	-1.07337	-1.68614
2.782	-1.08091	-1.68074
2.783	-1.08837	-1.67524
2.784	-1.09575	-1.66964
2.785	-1.10306	-1.66395
2.786	-1.11029	-1.65816
2.787	-1.11743	-1.65228
2.788	-1.1245	-1.64631
2.789	-1.13149	-1.64024
2.79	-1.1384	-1.63409
2.791	-1.14522	-1.62786
2.792	-1.15197	-1.62154
2.793	-1.15863	-1.61513
2.794	-1.16521	-1.60865
2.795	-1.17171	-1.60208
2.796	-1.17813	-1.59544
2.797	-1.18447	-1.58873
2.798	-1.19072	-1.58194
2.799	-1.19689	-1.57507
2.8	-1.20298	-1.56814
2.801	-1.20899	-1.56114
2.802	-1.21492	-1.55408
2.803	-1.22077	-1.54695
2.804	-1.22654	-1.53976
2.805	-1.23223	-1.53251
2.806	-1.23784	-1.5252
2.807	-1.24337	-1.51784
2.808	-1.24883	-1.51042
2.809	-1.2542	-1.50294
2.81	-1.2595	-1.49542
2.811	-1.26472	-1.48784
2.812	-1.26987	-1.48022
2.813	-1.27494	-1.47255
2.814	-1.27993	-1.46484
2.815	-1.28485	-1.45709
2.816	-1.2897	-1.44929
2.817	-1.29447	-1.44145
2.818	-1.29918	-1.43358
2.819	-1.30381	-1.42567
2.82	-1.30837	-1.41772
2.821	-1.31286	-1.40974
2.822	-1.31728	-1.40173
2.823	-1.32163	-1.39368
2.824	-1.32592	-1.38561
2.825	-1.33013	-1.3775
2.826	-1.33428	-1.36937
2.827	-1.33837	-1.36122
2.828	-1.34239	-1.35303
2.829	-1.34634	-1.34483
2.83	-1.35023	-1.3366
2.831	-1.35406	-1.32835
2.832	-1.35783	-1.32008
2.833	-1.36153	-1.31179
2.834	-1.36517	-1.30348
2.835	-1.36875	-1.29515
2.836	-1.37228	-1.28681
2.837	-1.37574	-1.27845
2.838	-1.37914	-1.27007
2.839	-1.38249	-1.26168
2.84	-1.38578	-1.25328
2.841	-1.38901	-1.24487
2.842	-1.39218	-1.23644
2.843	-1.3953	-1.22801
2.844	-1.39837	-1.21956
2.845	-1.40138	-1.21111
2.846	-1.40433	-1.20264
2.847	-1.40724	-1.19417
2.848	-1.41009	-1.1857
2.849	-1.41289	-1.17721
2.85	-1.41563	-1.16872
2.851	-1.41833	-1.16023
2.852	-1.42098	-1.15173
2.853	-1.42357	-1.14323
2.854	-1.42612	-1.13472
2.855	-1.42861	-1.12621
2.856	-1.43106	-1.1177
2.857	-1.43346	-1.10919
2.858	-1.43582	-1.10068
2.859	-1.43812	-1.09217
2.86	-1.44038	-1.08365
2.861	-1.44259	-1.07514
2.862	-1.44476	-1.06663
2.863	-1.44688	-1.05812
2.864	-1.44896	-1.04961
2.865	-1.45099	-1.04111
2.866	-1.45298	-1.0326
2.867	-1.45493	-1.0241
2.868	-1.45683	-1.01561
2.869	-1.45869	-1.00712
2.87	-1.46051	-0.998632
2.871	-1.46229	-0.990151
2.872	-1.46402	-0.981675
2.873	-1.46572	-0.973205
2.874	-1.46737	-0.964741
2.875	-1.46899	-0.956284
2.876	-1.47056	-0.947833
2.877	-1.47209	-0.939389
2.878	-1.47359	-0.930953
2.879	-1.47504	-0.922525
2.88	-1.47646	-0.914105
2.881	-1.47784	-0.905694
2.882	-1.47918	-0.897291
2.883	-1.48049	-0.888897
2.884	-1.48176	-0.880513
2.885	-1.48299	-0.872138
2.886	-1.48418	-0.863773
2.887	-1.48534	-0.855419
2.888	-1.48647	-0.847075
2.889	-1.48756	-0.838742
2.89	-1.48861	-0.830419
2.891	-1.48963	-0.822108
2.892	-1.49061	-0.813809
2.893	-1.49156	-0.805521
2.894	-1.49248	-0.797245
2.895	-1.49337	-0.788981
2.896	-1.49422	-0.78073
2.897	-1.49503	-0.772492
2.898	-1.49582	-0.764266
2.899	-1.49657	-0.756053
2.9	-1.49729	-0.747854
2.901	-1.49798	-0.739668
2.902	-1.49864	-0.731496
2.903	-1.49927	-0.723338
2.904	-1.49987	-0.715194
2.905	-1.50043	-0.707064
2.906	-1.50097	-0.698948
2.907	-1.50147	-0.690847
2.908	-1.50195	-0.682761
2.909	-1.5024	-0.67469
2.91	-1.50282	-0.666634
2.911	-1.50321	-0.658594
2.912	-1.50357	-0.650569
2.913	-1.5039	-0.642559
2.914	-1.5042	-0.634565
2.915	-1.50448	-0.626587
2.916	-1.50473	-0.618626
2.917	-1.50495	-0.61068
2.918	-1.50515	-0.602751
2.919	-1.50532	-0.594838
2.92	-1.50546	-0.586942
2.921	-1.50557	-0.579062
2.922	-1.50566	-0.5712
2.923	-1.50573	-0.563354
2.924	-1.50576	-0.555526
2.925	-1.50578	-0.547715
2.926	-1.50577	-0.539921
2.927	-1.50573	-0.532145
2.928	-1.50567	-0.524386
2.929	-1.50558	-0.516645
2.93	-1.50547	-0.508922
2.931	-1.50534	-0.501216
2.932	-1.50518	-0.493529
2.933	-1.505	-0.485859
2.934	-1.5048	-0.478208
2.935	-1.50457	-0.470575
2.936	-1.50432	-0.462961
2.937	-1.50405	-0.455365
2.938	-1.50375	-0.447787
2.939	-1.50344	-0.440228
2.94	-1.5031	-0.432688
2.941	-1.50274	-0.425167
2.942	-1.50236	-0.417664
2.943	-1.50196	-0.41018
2.944	-1.50153	-0.402716
2.945	-1.50109	-0.39527
2.946	-1.50062	-0.387843
2.947	-1.50014	-0.380436
2.948	-1.49963	-0.373048
2.949	-1.49911	-0.365679
2.95	-1.49856	-0.358329
2.951	-1.498	-0.350999
2.952	-1.49741	-0.343688
2.953	-1.49681	-0.336397
2.954	-1.49619	-0.329125
2.955	-1.49555	-0.321873
2.956	-1.49489	-0.314641
2.957	-1.49421	-0.307428
2.958	-1.49352	-0.300235
2.959	-1.4928	-0.293062
2.96	-1.49207	-0.285909
2.961	-1.49132	-0.278775
2.962	-1.49056	-0.271661
2.963	-1.48977	-0.264567
2.964	-1.48897	-0.257493
2.965	-1.48816	-0.250439
2.966	-1.48732	-0.243405
2.967	-1.48647	-0.236391
2.968	-1.48561	-0.229397
2.969	-1.48472	-0.222424
2.97	-1.48382	-0.21547
2.971	-1.48291	-0.208536
2.972	-1.48198	-0.201622
2.973	-1.48104	-0.194729
2.974	-1.48008	-0.187855
2.975	-1.4791	-0.181002
2.976	-1.47811	-0.174168
2.977	-1.47711	-0.167355
2.978	-1.47609	-0.160562
2.979	-1.47505	-0.15379
2.98	-1.47401	-0.147037
2.981	-1.47295	-0.140304
2.982	-1.47187	-0.133592
2.983	-1.47078	-0.1269
2.984	-1.46968	-0.120228
2.985	-1.46856	-0.113576
2.986	-1.46743	-0.106944
2.987	-1.46629	-0.100333
2.988	-1.46514	-0.0937411
2.989	-1.46397	-0.0871698
2.99	-1.46279	-0.0806185
2.991	-1.4616	-0.0740873
2.992	-1.46039	-0.0675763
2.993	-1.45918	-0.0610852
2.994	-1.45795	-0.0546143
2.995	-1.45671	-0.0481633
2.996	-1.45546	-0.0417324
2.997	-1.45419	-0.0353215
2.998	-1.45292	-0.0289306
2.999	-1.45163	-0.0225596
3	-1.45034	-0.0162085
3.001	-1.44903	-0.00987742
3.002	-1.44771	-0.00356617
3.003	-1.44638	0.00272521
3.004	-1.44504	0.00899675
3.005	-1.44369	0.0152485
3.006	-1.44233	0.0214804
3.007	-1.44096	0.0276926
3.008	-1.43958	0.0338851
3.009	-1.43819	0.0400579
3.01	-1.43679	0.046211
3.011	-1.43538	0.0523445
3.012	-1.43397	0.0584584
3.013	-1.43254	0.0645527
3.014	-1.4311	0.0706275
3.015	-1.42966	0.0766828
3.016	-1.4282	0.0827186
3.017	-1.42674	0.0887351
3.018	-1.42527	0.0947321
3.019	-1.42379	0.10071
3.02	-1.4223	0.106668
3.021	-1.4208	0.112607
3.022	-1.41929	0.118527
3.023	-1.41778	0.124428
3.024	-1.41626	0.130309
3.025	-1.41473	0.136172
3.026	-1.41319	0.142015
3.027	-1.41165	0.14784
3.028	-1.4101	0.153645
3.029	-1.40854	0.159431
3.03	-1.40697	0.165199
3.031	-1.4054	0.170948
3.032	-1.40382	0.176678
3.033	-1.40223	0.182389
3.034	-1.40063	0.188081
3.035	-1.39903	0.193755
3.036	-1.39742	0.19941
3.037	-1.39581	0.205047
3.038	-1.39419	0.210665
3.039	-1.39256	0.216265
3.04	-1.39093	0.221846
3.041	-1.38929	0.227409
3.042	-1.38764	0.232953
3.043	-1.38599	0.238479
3.044	-1.38433	0.243987
3.045	-1.38267	0.249477
3.046	-1.381	0.254949
3.047	-1.37933	0.260402
3.048	-1.37765	0.265838
3.049	-1.37596	0.271255
3.05	-1.37427	0.276655
3.051	-1.37257	0.282037
3.052	-1.37087	0.287401
3.053	-1.36916	0.292747
3.054	-1.36745	0.298075
3.055	-1.36574	0.303386
3.056	-1.36402	0.308679
3.057	-1.36229	0.313955
3.058	-1.36056	0.319213
3.059	-1.35882	0.324453
3.06	-1.35708	0.329676
3.061	-1.35534	0.334882
3.062	-1.35359	0.34007
3.063	-1.35184	0.345241
3.064	-1.35008	0.350395
3.065	-1.34832	0.355532
3.066	-1.34655	0.360652
3.067	-1.34478	0.365754
3.068	-1.34301	0.37084
3.069	-1.34123	0.375908
3.07	-1.33945	0.38096
3.071	-1.33766	0.385995
3.072	-1.33587	0.391013
3.073	-1.33408	0.396014
3.074	-1.33228	0.400999
3.075	-1.33048	0.405966
3.076	-1.32868	0.410918
3.077	-1.32687	0.415852
3.078	-1.32506	0.420771
3.079	-1.32325	0.425672
3.08	-1.32143	0.430558
3.081	-1.31961	0.435427
3.082	-1.31779	0.440279
3.083	-1.31596	0.445116
3.084	-1.31413	0.449936
3.085	-1.3123	0.45474
3.086	-1.31047	0.459528
3.087	-1.30863	0.4643
3.088	-1.30679	0.469055
3.089	-1.30494	0.473795
3.09	-1.3031	0.478519
3.091	-1.30125	0.483227
3.092	-1.2994	0.487919
3.093	-1.29754	0.492596
3.094	-1.29569	0.497257
3.095	-1.29383	0.501902
3.096	-1.29196	0.506531
3.097	-1.2901	0.511145
3.098	-1.28823	0.515743
3.099	-1.28637	0.520326
3.1	-1.28449	0.524893
3.101	-1.28262	0.529445
3.102	-1.28075	0.533982
3.103	-1.27887	0.538503
3.104	-1.27699	0.543009
3.105	-1.27511	0.5475
3.106	-1.27322	0.551975
3.107	-1.27134	0.556436
3.108	-1.26945	0.560881
3.109	-1.26756	0.565311
3.11	-1.26567	0.569726
3.111	-1.26378	0.574127
3.112	-1.26188	0.578512
3.113	-1.25998	0.582882
3.114	-1.25808	0.587238
3.115	-1.25618	0.591579
3.116	-1.25428	0.595905
3.117	-1.25238	0.600216
3.118	-1.25047	0.604513
3.119	-1.24857	0.608795
3.12	-1.24666	0.613062
3.121	-1.24475	0.617315
3.122	-1.24284	0.621553
3.123	-1.24092	0.625777
3.124	-1.23901	0.629987
3.125	-1.23709	0.634182
3.126	-1.23517	0.638362
3.127	-1.23326	0.642529
3.128	-1.23134	0.646681
3.129	-1.22942	0.650818
3.13	-1.22749	0.654942
3.131	-1.22557	0.659051
3.132	-1.22364	0.663146
3.133	-1.22172	0.667227
3.134	-1.21979	0.671294
3.135	-1.21786	0.675347
3.136	-1.21593	0.679386
3.137	-1.214	0.683411
3.138	-1.21207	0.687422
3.139	-1.21014	0.691419
3.14	-1.2082	0.695403
3.141	-1.20627	0.699372
3.142	-1.20433	0.703328
3.143	-1.20239	0.70727
3.144	-1.20046	0.711198
3.145	-1.19852	0.715112
3.146	-1.19658	0.719013
3.147	-1.19464	0.7229
3.148	-1.1927	0.726774
3.149	-1.19075	0.730633
3.15	-1.18881	0.73448
3.151	-1.18687	0.738313
3.152	-1.18492	0.742132
3.153	-1.18297	0.745938
3.154	-1.18103	0.74973
3.155	-1.17908	0.753509
3.156	-1.17713	0.757275
3.157	-1.17518	0.761027
3.158	-1.17323	0.764766
3.159	-1.17128	0.768492
3.16	-1.16933	0.772205
3.161	-1.16738	0.775904
3.162	-1.16543	0.77959
3.163	-1.16348	0.783263
3.164	-1.16152	0.786922
3.165	-1.15957	0.790569
3.166	-1.15761	0.794203
3.167	-1.15566	0.797823
3.168	-1.1537	0.80143
3.169	-1.15175	0.805025
3.17	-1.14979	0.808606
3.171	-1.14783	0.812174
3.172	-1.14587	0.81573
3.173	-1.14392	0.819272
3.174	-1.14196	0.822802
3.175	-1.14	0.826319
3.176	-1.13804	0.829822
3.177	-1.13608	0.833313
3.178	-1.13412	0.836792
3.179	-1.13216	0.840257
3.18	-1.13019	0.84371
3.181	-1.12823	0.84715
3.182	-1.12627	0.850577
3.183	-1.12431	0.853992
3.184	-1.12234	0.857393
3.185	-1.12038	0.860783
3.186	-1.11842	0.864159
3.187	-1.11645	0.867523
3.188	-1.11449	0.870875
3.189	-1.11252	0.874213
3.19	-1.11056	0.87754
3.191	-1.10859	0.880853
3.192	-1.10662	0.884155
3.193	-1.10466	0.887443
3.194	-1.10269	0.890719
3.195	-1.10072	0.893983
3.196	-1.09876	0.897235
3.197	-1.09679	0.900474
3.198	-1.09482	0.9037
3.199	-1.09285	0.906914
3.2	-1.09088	0.910116
3.201	-1.08892	0.913306
3.202	-1.08695	0.916483
3.203	-1.08498	0.919648
3.204	-1.08301	0.9228
3.205	-1.08104	0.925941
3.206	-1.07907	0.929069
3.207	-1.0771	0.932185
3.208	-1.07513	0.935288
3.209	-1.07316	0.93838
3.21	-1.07119	0.941459
3.211	-1.06922	0.944526
3.212	-1.06725	0.947581
3.213	-1.06528	0.950623
3.214	-1.06331	0.953654
3.215	-1.06134	0.956673
3.216	-1.05936	0.959679
3.217	-1.05739	0.962673
3.218	-1.05542	0.965656
3.219	-1.05345	0.968626
3.22	-1.05148	0.971584
3.221	-1.04951	0.97453
3.222	-1.04753	0.977465
3.223	-1.04556	0.980387
3.224	-1.04359	0.983297
3.225	-1.04162	0.986195
3.226	-1.03965	0.989082
3.227	-1.03767	0.991956
3.228	-1.0357	0.994819
3.229	-1.03373	0.997669
3.23	-1.03175	1.00051
3.231	-1.02978	1.00333
3.232	-1.02781	1.00615
3.233	-1.02584	1.00895
3.234	-1.02386	1.01174
3.235	-1.02189	1.01452
3.236	-1.01992	1.01729
3.237	-1.01794	1.02005
3.238	-1.01597	1.02279
3.239	-1.014	1.02552
3.24	-1.01202	1.02824
3.241	-1.01005	1.03095
3.242	-1.00808	1.03365
3.243	-1.0061	1.03633
3.244	-1.00413	1.03901
3.245	-1.00216	1.04167
3.246	-1.00019	1.04432
3.247	-0.998212	1.04696
3.248	-0.996239	1.04959
3.249	-0.994265	1.0522
3.25	-0.992292	1.0548
3.251	-0.990319	1.0574
3.252	-0.988346	1.05998
3.253	-0.986372	1.06254
3.254	-0.984399	1.0651
3.255	-0.982426	1.06765
3.256	-0.980453	1.07018
3.257	-0.97848	1.0727
3.258	-0.976507	1.07521
3.259	-0.974534	1.07771
3.26	-0.972561	1.0802
3.261	-0.970588	1.08268
3.262	-0.968615	1.08514
3.263	-0.966642	1.08759
3.264	-0.964669	1.09004
3.265	-0.962696	1.09247
3.266	-0.960723	1.09488
3.267	-0.958751	1.09729
3.268	-0.956778	1.09969
3.269	-0.954806	1.10207
3.27	-0.952833	1.10444
3.271	-0.950861	1.1068
3.272	-0.948888	1.10915
3.273	-0.946916	1.11149
3.274	-0.944944	1.11382
3.275	-0.942972	1.11613
3.276	-0.941	1.11844
3.277	-0.939028	1.12073
3.278	-0.937056	1.12301
3.279	-0.935084	1.12528
3.28	-0.933113	1.12754
3.281	-0.931141	1.12979
3.282	-0.929169	1.13202
3.283	-0.927198	1.13425
3.284	-0.925227	1.13646
3.285	-0.923256	1.13866
3.286	-0.921284	1.14085
3.287	-0.919313	1.14303
3.288	-0.917342	1.1452
3.289	-0.915372	1.14736
3.29	-0.913401	1.1495
3.291	-0.91143	1.15164
3.292	-0.90946	1.15376
3.293	-0.90749	1.15587
3.294	-0.905519	1.15797
3.295	-0.903549	1.16006
3.296	-0.901579	1.16214
3.297	-0.899609	1.16421
3.298	-0.89764	1.16626
3.299	-0.89567	1.16831
3.3	-0.8937	1.17034
3.301	-0.891731	1.17236
3.302	-0.889762	1.17437
3.303	-0.887793	1.17637
3.304	-0.885824	1.17836
3.305	-0.883855	1.18034
3.306	-0.881886	1.1823
3.307	-0.879918	1.18426
3.308	-0.877949	1.1862
3.309	-0.875981	1.18813
3.31	-0.874013	1.19005
3.311	-0.872045	1.19196
3.312	-0.870077	1.19386
3.313	-0.868109	1.19575
3.314	-0.866142	1.19763
3.315	-0.864174	1.19949
3.316	-0.862207	1.20135
3.317	-0.86024	1.20319
3.318	-0.858273	1.20502
3.319	-0.856306	1.20684
3.32	-0.854339	1.20865
3.321	-0.852373	1.21045
3.322	-0.850406	1.21224
3.323	-0.84844	1.21402
3.324	-0.846474	1.21578
3.325	-0.844508	1.21754
3.326	-0.842543	1.21928
3.327	-0.840577	1.22101
3.328	-0.838612	1.22273
3.329	-0.836646	1.22444
3.33	-0.834681	1.22614
3.331	-0.832717	1.22783
3.332	-0.830752	1.22951
3.333	-0.828787	1.23117
3.334	-0.826823	1.23283
3.335	-0.824859	1.23447
3.336	-0.822895	1.23611
3.337	-0.820931	1.23773
3.338	-0.818967	1.23934
3.339	-0.817004	1.24094
3.34	-0.81504	1.24253
3.341	-0.813077	1.24411
3.342	-0.811114	1.24568
3.343	-0.809152	1.24723
3.344	-0.807189	1.24878
3.345	-0.805227	1.25031
3.346	-0.803265	1.25184
3.347	-0.801303	1.25335
3.348	-0.799341	1.25485
3.349	-0.797379	1.25634
3.35	-0.795418	1.25782
3.351	-0.793456	1.25929
3.352	-0.791495	1.26075
3.353	-0.789535	1.26219
3.354	-0.787574	1.26363
3.355	-0.785613	1.26505
3.356	-0.783653	1.26647
3.357	-0.781693	1.26787
3.358	-0.779733	1.26926
3.359	-0.777774	1.27064
3.36	-0.775814	1.27201
3.361	-0.773855	1.27337
3.362	-0.771896	1.27472
3.363	-0.769937	1.27606
3.364	-0.767978	1.27738
3.365	-0.76602	1.2787
3.366	-0.764062	1.28001
3.367	-0.762104	1.2813
3.368	-0.760146	1.28258
3.369	-0.758188	1.28385
3.37	-0.756231	1.28512
3.371	-0.754274	1.28637
3.372	-0.752317	1.2876
3.373	-0.75036	1.28883
3.374	-0.748404	1.29005
3.375	-0.746448	1.29126
3.376	-0.744491	1.29245
3.377	-0.742536	1.29364
3.378	-0.74058	1.29481
3.379	-0.738625	1.29598
3.38	-0.73667	1.29713
3.381	-0.734715	1.29827
3.382	-0.73276	1.2994
3.383	-0.730805	1.30052
3.384	-0.728851	1.30163
3.385	-0.726897	1.30273
3.386	-0.724943	1.30382
3.387	-0.72299	1.30489
3.388	-0.721037	1.30596
3.389	-0.719084	1.30701
3.39	-0.717131	1.30806
3.391	-0.715178	1.30909
3.392	-0.713226	1.31011
3.393	-0.711274	1.31112
3.394	-0.709322	1.31212
3.395	-0.70737	1.31311
3.396	-0.705419	1.31409
3.397	-0.703468	1.31506
3.398	-0.701517	1.31602
3.399	-0.699567	1.31696
3.4	-0.697616	1.3179
3.401	-0.695666	1.31882
3.402	-0.693716	1.31973
3.403	-0.691767	1.32064
3.404	-0.689818	1.32153
3.405	-0.687869	1.32241
3.406	-0.68592	1.32328
3.407	-0.683971	1.32414
3.408	-0.682023	1.32499
3.409	-0.680075	1.32583
3.41	-0.678128	1.32665
3.411	-0.67618	1.32747
3.412	-0.674233	1.32827
3.413	-0.672286	1.32907
3.414	-0.67034	1.32985
3.415	-0.668393	1.33062
3.416	-0.666447	1.33139
3.417	-0.664502	1.33214
3.418	-0.662556	1.33288
3.419	-0.660611	1.33361
3.42	-0.658666	1.33432
3.421	-0.656722	1.33503
3.422	-0.654778	1.33573
3.423	-0.652834	1.33641
3.424	-0.65089	1.33709
3.425	-0.648947	1.33775
3.426	-0.647004	1.3384
3.427	-0.645061	1.33905
3.428	-0.643118	1.33968
3.429	-0.641176	1.3403
3.43	-0.639235	1.34091
3.431	-0.637293	1.34151
3.432	-0.635352	1.34209
3.433	-0.633411	1.34267
3.434	-0.631471	1.34324
3.435	-0.62953	1.34379
3.436	-0.627591	1.34434
3.437	-0.625651	1.34487
3.438	-0.623712	1.34539
3.439	-0.621773	1.3459
3.44	-0.619835	1.3464
3.441	-0.617896	1.34689
3.442	-0.615959	1.34737
3.443	-0.614021	1.34784
3.444	-0.612084	1.3483
3.445	-0.610147	1.34874
3.446	-0.608211	1.34918
3.447	-0.606275	1.3496
3.448	-0.604339	1.35002
3.449	-0.602404	1.35042
3.45	-0.600469	1.35081
3.451	-0.598534	1.35119
3.452	-0.5966	1.35156
3.453	-0.594666	1.35192
3.454	-0.592733	1.35227
3.455	-0.5908	1.3526
3.456	-0.588867	1.35293
3.457	-0.586935	1.35325
3.458	-0.585003	1.35355
3.459	-0.583072	1.35384
3.46	-0.581141	1.35412
3.461	-0.57921	1.3544
3.462	-0.57728	1.35466
3.463	-0.57535	1.3549
3.464	-0.573421	1.35514
3.465	-0.571492	1.35537
3.466	-0.569563	1.35559
3.467	-0.567635	1.35579
3.468	-0.565707	1.35598
3.469	-0.56378	1.35617
3.47	-0.561853	1.35634
3.471	-0.559927	1.3565
3.472	-0.558001	1.35665
3.473	-0.556076	1.35679
3.474	-0.554151	1.35692
3.475	-0.552226	1.35703
3.476	-0.550302	1.35714
3.477	-0.548378	1.35723
3.478	-0.546455	1.35732
3.479	-0.544533	1.35739
3.48	-0.542611	1.35745
3.481	-0.540689	1.3575
3.482	-0.538768	1.35754
3.483	-0.536847	1.35757
3.484	-0.534927	1.35759
3.485	-0.533007	1.35759
3.486	-0.531088	1.35759
3.487	-0.52917	1.35757
3.488	-0.527252	1.35755
3.489	-0.525334	1.35751
3.49	-0.523417	1.35746
3.491	-0.521501	1.3574
3.492	-0.519585	1.35733
3.493	-0.51767	1.35724
3.494	-0.515755	1.35715
3.495	-0.513841	1.35704
3.496	-0.511927	1.35693
3.497	-0.510014	1.3568
3.498	-0.508101	1.35666
3.499	-0.506189	1.35651
3.5	-0.504278	1.35635
3.501	-0.502367	1.35618
3.502	-0.500457	1.35599
3.503	-0.498548	1.3558
3.504	-0.496639	1.35559
3.505	-0.494731	1.35538
3.506	-0.492823	1.35515
3.507	-0.490916	1.35491
3.508	-0.48901	1.35466
3.509	-0.487104	1.3544
3.51	-0.485199	1.35412
3.511	-0.483295	1.35384
3.512	-0.481391	1.35354
3.513	-0.479488	1.35323
3.514	-0.477586	1.35292
3.515	-0.475684	1.35259
3.516	-0.473783	1.35224
3.517	-0.471883	1.35189
3.518	-0.469983	1.35153
3.519	-0.468084	1.35115
3.52	-0.466186	1.35077
3.521	-0.464289	1.35037
3.522	-0.462392	1.34996
3.523	-0.460496	1.34954
3.524	-0.458601	1.34911
3.525	-0.456707	1.34866
3.526	-0.454813	1.34821
3.527	-0.452921	1.34774
3.528	-0.451028	1.34726
3.529	-0.449137	1.34677
3.53	-0.447247	1.34627
3.531	-0.445357	1.34576
3.532	-0.443468	1.34524
3.533	-0.44158	1.3447
3.534	-0.439693	1.34416
3.535	-0.437807	1.3436
3.536	-0.435922	1.34303
3.537	-0.434037	1.34245
3.538	-0.432153	1.34186
3.539	-0.43027	1.34125
3.54	-0.428389	1.34064
3.541	-0.426508	1.34001
3.542	-0.424627	1.33937
3.543	-0.422748	1.33872
3.544	-0.42087	1.33806
3.545	-0.418992	1.33739
3.546	-0.417116	1.3367
3.547	-0.415241	1.33601
3.548	-0.413366	1.3353
3.549	-0.411493	1.33458
3.55	-0.40962	1.33385
3.551	-0.407748	1.33311
3.552	-0.405878	1.33235
3.553	-0.404008	1.33159
3.554	-0.40214	1.33081
3.555	-0.400272	1.33002
3.556	-0.398406	1.32922
3.557	-0.39654	1.32841
3.558	-0.394676	1.32758
3.559	-0.392813	1.32675
3.56	-0.390951	1.3259
3.561	-0.38909	1.32504
3.562	-0.38723	1.32417
3.563	-0.385371	1.32328
3.564	-0.383513	1.32239
3.565	-0.381656	1.32148
3.566	-0.379801	1.32057
3.567	-0.377947	1.31964
3.568	-0.376093	1.31869
3.569	-0.374242	1.31774
3.57	-0.372391	1.31677
3.571	-0.370541	1.3158
3.572	-0.368693	1.31481
3.573	-0.366846	1.31381
3.574	-0.365	1.3128
3.575	-0.363155	1.31177
3.576	-0.361312	1.31073
3.577	-0.35947	1.30969
3.578	-0.357629	1.30863
3.579	-0.35579	1.30755
3.58	-0.353952	1.30647
3.581	-0.352115	1.30537
3.582	-0.350279	1.30427
3.583	-0.348445	1.30315
3.584	-0.346612	1.30202
3.585	-0.344781	1.30087
3.586	-0.342951	1.29972
3.587	-0.341123	1.29855
3.588	-0.339295	1.29737
3.589	-0.33747	1.29618
3.59	-0.335645	1.29497
3.591	-0.333823	1.29376
3.592	-0.332001	1.29253
3.593	-0.330181	1.29129
3.594	-0.328363	1.29004
3.595	-0.326546	1.28878
3.596	-0.324731	1.2875
3.597	-0.322917	1.28621
3.598	-0.321105	1.28491
3.599	-0.319294	1.2836
3.6	-0.317485	1.28228
3.601	-0.315678	1.28094
3.602	-0.313872	1.27959
3.603	-0.312068	1.27823
3.604	-0.310265	1.27686
3.605	-0.308464	1.27547
3.606	-0.306665	1.27408
3.607	-0.304868	1.27267
3.608	-0.303072	1.27125
3.609	-0.301278	1.26981
3.61	-0.299485	1.26837
3.611	-0.297695	1.26691
3.612	-0.295906	1.26544
3.613	-0.294119	1.26396
3.614	-0.292334	1.26246
3.615	-0.29055	1.26096
3.616	-0.288769	1.25944
3.617	-0.286989	1.2579
3.618	-0.285211	1.25636
3.619	-0.283435	1.2548
3.62	-0.281661	1.25324
3.621	-0.279889	1.25166
3.622	-0.278119	1.25006
3.623	-0.276351	1.24846
3.624	-0.274584	1.24684
3.625	-0.27282	1.24521
3.626	-0.271058	1.24357
3.627	-0.269297	1.24191
3.628	-0.267539	1.24024
3.629	-0.265783	1.23856
3.63	-0.264029	1.23687
3.631	-0.262277	1.23517
3.632	-0.260527	1.23345
3.633	-0.258779	1.23172
3.634	-0.257034	1.22998
3.635	-0.25529	1.22823
3.636	-0.253549	1.22646
3.637	-0.25181	1.22468
3.638	-0.250073	1.22289
3.639	-0.248339	1.22108
3.64	-0.246607	1.21927
3.641	-0.244877	1.21744
3.642	-0.243149	1.21559
3.643	-0.241424	1.21374
3.644	-0.239701	1.21187
3.645	-0.23798	1.20999
3.646	-0.236262	1.2081
